CNN,street1,street2,street3,street4
4064000,CLAREMONT BLVD,DORCHESTER WAY,,
22594000,FAXON AVE,THRIFT ST,,
51129000,HEAD ST,END,,
26366000,ANZAVISTA AVE,BAKER ST,,
9502002,NAPLES ST,MUNICH ST,,
8603000,MADRID ST,SILVER AVE,,
15052000,UNNAMED 191,END,,
4749000,DIAMOND ST,CLIPPER ST,,
23325000,SKYLINE BLVD,HARDING RD,,
19390000,INFANTRY TER,ARGUELLO BLVD,,
10489000,PINE ST,SCOTT ST,,
4115000,CLAY ST,SCOTT ST,,
22762000,SAN ALESO AVE,UPLAND DR,,
24478000,DELANCEY ST,FEDERAL ST,,
22894000,PACHECO ST,MAGELLAN AVE,,
34110000,AVENUE M,13TH TI ST,,
22311000,CORALINO LN,AMBER DR,,
33427000,ONONDAGA AVE,ROSELLA CT,,
19905000,WASHINGTON BLVD,COMPTON RD,,
618103,NORIEGA ST,14TH AVE,,
20966000,SILLIMAN ST,PRINCETON ST,,
27052000,DEVONSHIRE WAY,CRESTMONT DR,,
32993000,VERDUN WAY,LENOX WAY,,
23722000,25TH ST,UTAH ST,,
26648000,CLAY ST,FILLMORE ST,,
51114000,LAWRENCE AVE,END,,
8998000,METSON RD,MARTIN LUTHER KING JR DR,,
9647202,NORIEGA ST,12TH AVE,,
33382000,MIRANDO WAY,MILTON ST,,
23772000,MARIPOSA ST,KANSAS ST,,
32997000,PACHECO ST,GARCIA AVE,,
26183000,CORBETT AVE,IRON ALY,,
10151000,PACIFIC AVE,OCTAVIA ST,,
22293000,TERESITA BLVD,STILLINGS AVE,,
8633000,MAJESTIC AVE,LAKEVIEW AVE,,
33237000,PERALTA AVE,MONTCALM ST,,
20377000,SUNNYDALE AVE,GARRISON AVE,,
19665002,RILEY AVE,ORD ST,,
21120000,HAMPSHIRE ST,CESAR CHAVEZ ON RAMP,,
25143000,HARLEM ALY,OFARRELL ST,,
3237000,BROOKLYN PL,SACRAMENTO ST,,
22691000,HEAD ST,SHIELDS ST,,
11049000,RIVERA ST,15TH AVE,,
9382000,MORRIS ST,BRYANT ST,,
52233000,HWY 101 NORTHBOUND,HWY 101 N ON RAMP,,
32858000,STANYAN ST,MCLAREN LODGE ACCESS RD,,
9427000,MOUNT VERNON AVE,ROME ST,,
51348000,RALSTON AVE,LINCOLN BLVD,,
25058000,STOCKTON ST,STARK ST,,
13735000,WORTH ST,21ST ST,,
24018000,UTAH ST,16TH ST,,
23289000,28TH AVE,QUINTARA ST,,
33539000,LAKE MERCED BLVD,JOHN MUIR DR,,
4380000,CORBETT AVE,CORBIN PL,,
27569000,CHERRY ST,CALIFORNIA ST,,
8482000,LONGVIEW CT,END,,
7153000,HYDE ST,JEFFERSON ST,,
23178000,16TH AVE,TARAVAL ST,,
9249000,MONTAGUE PL,END,,
54240000,HUDSON AVE,AVOCET WAY,,
6146101,GENEVA AVE,ATHENS ST,,
27949000,IRVING ST,46TH AVE,,
24686000,SANSOME ST,PINE ST,,
6786000,HAWES ST,EVANS AVE,,
20118000,HAWES ST,PALOU AVE,,
5800000,FRANKLIN ST,FELL ST,,
8582000,LYON ST,CHESTNUT ST,,
51354000,WOOL CT,UPTON AVE,,
20989000,HARVARD ST,PIOCHE ST,,
20454000,FITZGERALD AVE,JENNINGS ST,,
22683000,EL VERANO WAY,FERNWOOD DR,,
23019000,DIAZ AVE,GONZALEZ DR,,
24172000,SYCAMORE ST,VALENCIA ST,,
26691000,LOMBARD ST,POLK ST,,
4724000,DETROIT ST,STAPLES AVE,,
21999000,ONIQUE LN,BERKELEY WAY,,
25870000,ROSE ST,LAGUNA ST,,
8157000,LARKIN ST,NORTH POINT ST,,
5011000,DUNCAN ST,AMBER DR,,
13334000,VISTA LN,GARDENSIDE DR,,
19221000,HWY 101 NORTHBOUND,I-280 TO HWY 101 RAMP,,
11225000,SACRAMENTO ST,LEIDESDORFF ST,,
9827201,OCEAN AVE,CAPITOL AVE,,
8669101,MANSELL ST,SOMERSET ST,,
21394000,MUNICH ST,NAYLOR ST,,
50029000,I-80 E ON RAMP,STERLING ST,,
7105000,HURON AVE,MONETA WAY,,
51210000,SHERMAN RD,PRESIDIO BLVD,,
26610000,ORBEN PL,CALIFORNIA ST,,
24501000,GROTE PL,FOLSOM ST,,
24538000,TEHAMA ST,MALDEN ALY,,
26353000,FULTON ST,BAKER ST,,
8750202,MARKET ST,MCALLISTER ST,,
11950203,SLOAT BLVD,ARDENWOOD WAY,,
11844000,SHOTWELL ST,26TH ST,,
25406000,PFEIFFER ST,STOCKTON ST,,
24021000,MARIPOSA ST,HAMPSHIRE ST,,
24144000,MISSION ST,20TH ST,,
50240000,TRUETT ST,END,,
23271000,23RD AVE,PACHECO ST,,
20790000,WATERLOO ST,LOOMIS ST,,
25252000,HYDE ST,CALIFORNIA ST,,
8428000,LOEHR ST,LELAND AVE,,
8576000,LYON ST,VALLEJO ST,,
22621000,GRANADA AVE,SOUTHWOOD DR,,
5644000,FOERSTER ST,MANGELS AVE,,
25325000,VALLEJO ST,GRANT AVE,,
9331000,MORAGA ST,LOCKSLEY AVE,,
7165000,ILLINOIS ST,16TH ST,,
10608000,PORTER ST,BENTON AVE,,
33020000,SANTA YNEZ AVE,CAYUGA AVE,,
12067000,STANDISH AVE,SAN JOSE AVE,,
4491000,CRESCENT AVE,BACHE ST,,
6579201,GUERRERO ST,17TH ST,,
24648000,KEARNY ST,MAIDEN LN,,
25887000,HERMANN ST,WEBSTER ST,,
22059000,SENECA AVE,CAYUGA AVE,,
13488000,WAWONA ST,35TH AVE,,
25994000,STEINER ST,OAK ST,,
4457000,STONEMAN ST,SHOTWELL ST,,
33473000,JUNIPERO SERRA BLVD,JUNIPERO SERRA BLVD OFF RAMP,,
51503000,WILLARD ST,END,,
6358000,GRAFTON AVE,BRIGHTON AVE,,
21502000,MISSION ST,LOWELL ST,,
2405000,ARELLANO AVE,SERRANO DR,,
30716000,VARENNES ST,FILBERT ST,,
11425000,SAN JOSE AVE,RIDGE LN,,
8696000,MARIN ST,ILLINOIS ST,,
26548000,PACIFIC AVE,VAN NESS AVE,,
24907000,STOCKTON ST,CAMPTON PL,,
26189000,CORBETT AVE,DANVERS ST,,
33243000,SILVERVIEW DR,BAYVIEW CIR,,
50533000,TACOMA ST,END,,
25287000,VALLEJO ST,LEAVENWORTH ST,,
25806000,SANCHEZ ST,MARKET ST,,
21929000,CHENERY ST,NATICK ST,,
4235000,COLE ST,GROVE ST,,
21779000,SILVER AVE,CAMELLIA AVE,,
8333000,LILLIAN ST,BEATRICE LN,,
4781201,DIAMOND HEIGHTS BLVD,BERKELEY WAY,,
11992000,MARTIN LUTHER KING JR DR,25TH AVE,,
51732000,LA AVANZADA,END,,
26552000,VALLEJO ST,VAN NESS AVE,,
13311000,VIRGIL ST,25TH ST,,
51271000,GIRARD RD,LINCOLN BLVD,,
25425000,FILBERT ST,POWELL ST,,
23926000,COLUMBIA SQUARE ST,FOLSOM ST,,
10690000,POWELL ST,JOHN ST,,
50242000,MILLER PL,END,,
25026000,STOCKTON ST,WASHINGTON ST,,
22862000,WOODSIDE AVE,VASQUEZ AVE,,
22907000,SAINT FRANCIS BLVD,SAN ANSELMO AVE,,
25617000,DOLORES ST,23RD ST,,
6089201,GEARY BLVD,32ND AVE,,
5936000,FULTON ST,29TH AVE,,
8630000,MAIN ST,FOLSOM ST,,
11618000,SANTIAGO ST,27TH AVE,,
8075000,LAKEWOOD AVE,OCEAN AVE,,
13150202,VAN NESS AVE,WILLOW ST,,
21775000,MISSION ST,COTTER ST,,
22683000,FERNWOOD DR,EL VERANO WAY,,
10108000,PACHECO ST,36TH AVE,,
34005000,KALMANOVITZ ST,BITTING AVE,,
51838000,INDIA ST,FITCH ST,,
50350000,POWELL ST,EDDY ST,,
27456000,FULTON ST,17TH AVE,,
51331000,HOFFMAN ST,LINCOLN BLVD,,
15216101,MARINA BLVD,HWY 101 NORTHBOUND RAMP,,
11752000,SELBY ST,SHAFTER AVE,,
26713000,GREENWICH ST,GOUGH ST,,
10279000,PARKER AVE,GOLDEN GATE AVE,,
21556000,HURON AVE,LAURA ST,,
32945000,CLAIRVIEW CT,FREDELA LN,,
22270000,STILLINGS AVE,CONGO ST,,
26997000,SCOTT ST,PRADO ST,,
8776101,MARKET ST,SHORT ST,,
6468000,GREEN ST,VAN NESS AVE,,
23076000,WOODACRE DR,OCEAN AVE,,
4528000,CRESTMONT DR,DEVONSHIRE WAY,,
50662000,COVENTRY CT,COVENTRY LN,,
10869000,QUINTARA ST,33RD AVE,,
22846000,MARNE AVE,MIRALOMA DR,,
5721201,FONT BLVD,SERRANO DR,,
3762202,CASHMERE ST,DUKES CT,,
12165000,STEVENSON ST,ECKER ST,,
20738000,SANTA FE AVE,QUINT ST,,
10789000,PROSPECT AVE,EUGENIA AVE,,
25027000,JACKSON ST,STOCKTON ST,,
22851000,PACHECO ST,EDGEHILL WAY,,
4258000,COLERIDGE ST,HEYMAN AVE,,
5090000,EDINBURGH ST,PERSIA AVE,,
7554000,JOHNSTONE DR,CLARENDON AVE,,
26614000,POST ST,STEINER ST,,
7081000,HUDSON AVE,SELBY ST,,
13163101,VAN NESS AVE,PACIFIC AVE,,
50223000,ROBERT KIRK LN,END,,
11211000,RUTLAND ST,LELAND AVE,,
50884000,ELMIRA ST,END,,
30068000,TURK MURPHY LN,FISHER ALY,,
35044000,VASQUEZ AVE,KENSINGTON WAY,,
32982000,PORTOLA DR,END,,
10585000,POLK ST,FRANCISCO ST,,
10994000,RHODE ISLAND ST,15TH ST,,
11396000,SAN BRUNO AVE,SOMERSET ST,,
4565000,CUVIER ST,BOSWORTH ST,,
35009000,OCTAVIA ST,LILY ST,,
32974000,VISTA LN,PARKRIDGE DR,,
13004000,UNNAMED 186,PERALTA AVE,,
22745000,URBANO DR,DE SOTO ST,,
2348000,ANZA ST,32ND AVE,,
27149000,07TH AVE,IRVING ST,,
25892000,DUBOCE AVE,BELCHER ST,,
9186000,MISSION ST,FLORENTINE AVE,,
21964000,LIPPARD AVE,BOSWORTH ST,,
27155000,IRVING ST,10TH AVE,,
27461000,25TH AVE,MARTIN LUTHER KING JR DR,,
25262000,JONES ST,JACKSON ST,,
10528000,PLYMOUTH AVE,GREENWOOD AVE,,
24540000,HOWARD ST,02ND ST,,
53005000,UNNAMED 113,END,,
23224000,SLOAT BLVD,GOLETA AVE,,
22936000,MONTEREY BLVD,SAN FERNANDO WAY,,
1069000,20TH ST,DIAMOND ST,,
25013000,POWELL ST,SACRAMENTO ST,,
5929000,FULTON ST,22ND AVE,,
6989000,HOLLOWAY AVE,BEVERLY ST,,
20602000,GOETTINGEN ST,OLMSTEAD ST,,
20871000,MANSELL ST,UNIVERSITY ST,,
4711000,DELAWARE ST,24TH ST,,
23445000,42ND AVE,SLOAT BLVD,,
52164000,I-280 NORTHBOUND,I-280 N ON RAMP,,
3917000,CHENERY ST,30TH ST,,
50648000,STANFORD HEIGHTS AVE,DORCAS WAY,,
22578000,GRANADA AVE,GRAFTON AVE,,
11159000,ROSENKRANZ ST,CHAPMAN ST,,
10070000,OXFORD ST,BACON ST,,
12446000,TAYLOR ST,JACKSON ST,,
11610000,SANTIAGO ST,18TH AVE,,
24480000,RINCON ST,FEDERAL ST,,
21645000,PERSIA AVE,NAPLES ST,,
12101000,STANYAN ST,BELGRAVE AVE,,
6888000,HERMANN ST,CHURCH ST,,
2198000,ALLISON ST,MORSE ST,,
13199000,VENTURA AVE,LINARES AVE,,
10729000,PRAGUE ST,BRAZIL AVE,,
50030000,DE BOOM ST,END,,
3317000,BRYANT ST,CESAR CHAVEZ ST,,
8746103,MARKET ST,YERBA BUENA LN,,
10671000,POTRERO AVE,23RD ST,,
21631000,MOSCOW ST,RUSSIA AVE,,
25255000,SACRAMENTO ST,HYDE ST,,
25093000,TAYLOR ST,SACRAMENTO ST,,
25014000,POWELL ST,CLAY ST,,
50335000,TONQUIN ST,RICHARD HENRY DANA PL,,
10769000,PRESIDIO AVE,SUTTER ST,,
13154101,VAN NESS AVE,POST ST,,
27915000,CLEMENT ST,41ST AVE,,
26665000,WEBSTER ST,FILBERT ST,,
8359201,LINCOLN WAY,21ST AVE,,
22938000,MONTEREY BLVD,JUNIPERO SERRA BLVD,,
25201000,HEMLOCK ST,POLK ST,,
19189000,HWY 101 N OFF RAMP,HWY 101 NORTHBOUND,,
27023000,FRANCISCO ST,RICHARDSON AVE,,
6899000,HICKORY ST,FRANKLIN ST,,
22123000,SAN GABRIEL AVE,SANTA ROSA AVE,,
23604000,THE EMBARCADERO,HARRISON ST,,
25250000,REED ST,WASHINGTON ST,,
22856000,LAGUNA HONDA BLVD,BALCETA AVE,,
25793000,HARTFORD ST,17TH ST,,
9242000,MONETA WAY,HURON AVE,,
51846000,EARL ST,INDIA ST,,
51319000,CRISSY FIELD AVE,MCDOWELL AVE,,
5631000,FLORIDA ST,26TH ST,,
10732000,PRAGUE ST,GENEVA AVE,,
51961000,DOCK ST,FITZGERALD AVE,,
8486000,LOOMIS ST,WATERLOO ST,,
27850000,BALBOA ST,35TH AVE,,
54142000,CRESCENT CT,END,,
8708201,MARINA BLVD,BRODERICK ST,,
6064101,GEARY BLVD,08TH AVE,,
25593000,JONES ST,NORTH POINT ST,,
26632000,PIERCE ST,BUSH ST,,
3080000,BRANNAN ST,04TH ST,,
8108000,LANSDALE AVE,GLOBE ALY,,
9761000,OAK ST,DIVISADERO ST,,
50729000,MARIN ST,END,,
8535000,LULU ALY,BURLWOOD DR,,
6325000,GOUGH ST,GOLDEN GATE AVE,,
12468000,TEDDY AVE,ALPHA ST,,
4818201,DIVISADERO ST,SACRAMENTO ST,,
9626000,NOE ST,23RD ST,,
25053000,STOCKTON ST,PACIFIC AVE,,
23603000,MAIN ST,HARRISON ST,,
6129201,GENEVA AVE,LOUISBURG ST,,
21922000,26TH ST,SANCHEZ ST,,
24389000,12TH ST,STEVENSON ST,,
2438000,ARKANSAS ST,18TH ST,,
33739000,JUNIPERO SERRA BLVD,STONECREST DR,,
23022000,LUNADO WAY,HOLLOWAY AVE,,
10280000,PARKER AVE,MCALLISTER ST,,
8931000,MCLAREN AVE,28TH AVE,,
25188000,FRANKLIN ST,WILLOW ST,,
12500000,TERESITA BLVD,FOWLER AVE,,
12634000,TOMPKINS AVE,ELLSWORTH ST,,
22030000,DIAMOND ST,VALLEY ST,,
27340000,NORIEGA ST,22ND AVE,,
14210000,I-80 W OFF RAMP,I-80 WESTBOUND,,
33579000,ORD ST,SATURN ST,,
12158001,STEUART ST,MARKET ST,,
51950000,GILMAN AVE,BOALT ST,,
4636000,DE HARO ST,SOUTHERN HEIGHTS AVE,,
21778000,CAMELLIA AVE,CASTLE MANOR AVE,,
27973000,46TH AVE,FULTON ST,,
23043000,JUAN BAUTISTA CIR,CRESPI DR,,
12445000,TAYLOR ST,WASHINGTON ST,,
8879000,MAYFLOWER ST,FRANCONIA ST,,
6408000,GRANT AVE,GERKE ALY,,
20561000,SAN BRUNO AVE,WARD ST,,
4476000,CRAGMONT AVE,ORIOLE WAY,,
21621000,EXCELSIOR AVE,MOSCOW ST,,
23268000,24TH AVE,RIVERA ST,,
20236000,EVANS AVE,NEWHALL ST,,
22260000,JOOST AVE,GENNESSEE ST,,
6733000,HARRISON ST,GORDON ST,,
27485000,CLEMENT ST,14TH AVE,,
11875000,SILLIMAN ST,BRUSSELS ST,,
21095000,SAMOSET ST,FRANCONIA ST,,
26242000,CLARENDON AVE,OLYMPIA WAY,,
10910000,RANDALL ST,CHENERY ST,,
22622000,SAN RAMON WAY,EASTWOOD DR,,
19280000,HWY 101 TO I-280 RAMP,HWY 101 S OFF RAMP,,
11144001,ROOSEVELT WAY,LEVANT ST,,
50658000,VISTA VERDE CT,END,,
12074000,STANLEY ST,HEAD ST,,
4689000,DELLBROOK AVE,OLYMPIA WAY,,
4649000,DE LONG ST,HEAD ST,,
21103000,CARVER ST,MAYFLOWER ST,,
2825101,BAY SHORE BLVD,LELAND AVE,,
4506101,CRESPI DR,END,,
21625000,RUSSIA AVE,MUNICH ST,,
23015000,BANBURY DR,STRATFORD DR,,
24763000,BROADWAY,OSGOOD PL,,
441000,09TH AVE,SOTELO AVE,,
22981000,MENDOSA AVE,09TH AVE,,
21057000,PUTNAM ST,TOMPKINS AVE,,
33022000,FAXON AVE,MONTEREY BLVD,,
22970000,TARAVAL ST,MADRONE AVE,,
9635000,NOE ST,DUNCAN ST,,
25921000,LILY ST,BUCHANAN ST,,
33443000,SANTA BARBARA AVE,HEAD ST,,
54056000,HARRISON ST,KAMILLE CT,,
26988000,PRADO ST,CERVANTES BLVD,,
10614201,PORTOLA DR,TWIN PEAKS BLVD,,
9515000,NATOMA ST,08TH ST,,
50210000,VALLEJO ST,END,,
53042000,LESTER CT,END,,
23911000,SHIPLEY ST,04TH ST,,
11812000,SHIELDS ST,ARCH ST,,
25682000,DOLORES ST,CUMBERLAND ST,,
10942000,RAYMOND AVE,BAY SHORE BLVD,,
20814000,FLOWER ST,PATTERSON ST,,
10661000,POTRERO AVE,16TH ST,,
10587000,POLK ST,NORTH POINT ST,,
9188000,MISSION ST,FOOTE AVE,,
8374101,LINCOLN WAY,36TH AVE,,
51993000,MCKINLEY AVE,GILLETTE AVE,,
20810000,OAKDALE AVE,BARNEVELD AVE,,
24470000,FRANKLIN ST,REDWOOD ST,,
26405000,WALLER ST,DOWNEY ST,,
5183001,ELLIS ST,LAGUNA ST,,
3972000,CHESTNUT ST,GOUGH ST,,
25132000,JONES ST,PACIFIC AVE,,
26375000,GOLDEN GATE AVE,LYON ST,,
8843201,MASONIC AVE,GEARY BLVD,,
25191000,FRANKLIN ST,EDDY ST,,
30082000,GOLDBERG LN,CLAY ST,,
14186000,MARINER DR,GATEVIEW AVE,,
4945000,DOUGLASS ST,19TH ST,,
7561000,JOICE ST,SACRAMENTO ST,,
28030000,LAKE ST,EL CAMINO DEL MAR,,
33364000,SOUTH VAN NESS AVE,CESAR CHAVEZ ST,,
51039000,KRONQUIST CT,END,,
7853000,KIRKHAM ST,15TH AVE,,
26813000,TERRA VISTA AVE,FORTUNA AVE,,
26929000,SPRUCE ST,EUCLID AVE,,
9106000,MISSION ST,WASHBURN ST,,
22537000,PALMETTO AVE,JUNIPERO SERRA BLVD,,
26644000,PIERCE ST,PERINE PL,,
992000,19TH ST,CLOVER LN,,
7121000,HYDE ST,GEARY ST,,
33409000,PALOMA AVE,JUNIPERO SERRA BLVD,,
27287000,CLEMENT ST,07TH AVE,,
25549000,LARKIN ST,UNION ST,,
22304000,RIO CT,TERESITA BLVD,,
12588000,THORNTON AVE,LATONA ST,,
26634000,PINE ST,PIERCE ST,,
50998000,LA GRANDE AVE,END,,
52060000,SARGENT ST,END,,
32939000,CLOVER LN,19TH ST,,
25570000,HYDE ST,CHESTNUT ST,,
5068000,EDDY ST,GOUGH ST,,
34167000,CHANNEL ST,04TH ST,,
5259000,ESQUINA DR,PARQUE DR,,
32911000,OAK PARK DR,OAKHURST LN,,
21667000,NEY ST,CONGDON ST,,
5029000,EAGLE ST,MONO ST,,
26911000,EUCLID AVE,LAUREL ST,,
50225000,QUINCY ST,END,,
7532000,JOHN F KENNEDY DR,CONSERVATORY DR,,
33139000,PALOU AVE,ARELIOUS WALKER DR,,
27143000,07TH AVE,JUDAH ST,,
14223000,GARDEN WAY,WHITING WAY,,
15004000,LONG BRIDGE ST,MISSION BAY BLVD,,
24382000,VALENCIA ST,BROSNAN ST,,
10392000,FRIDA KAHLO WAY,JUDSON AVE,,
6889000,HERMANN ST,FILLMORE ST,,
22734000,ENTRADA CT,BORICA ST,,
25761000,DIAMOND ST,ELIZABETH ST,,
11950104,SLOAT BLVD,BEACHMONT DR,,
5849000,FREDERICK ST,DOWNEY ST,,
54113000,UNNAMED 191,END,,
22913000,SAN BENITO WAY,SAINT FRANCIS BLVD,,
5339000,EVANS AVE,SELBY ST,,
32834000,UNNAMED 018,36TH AVE,,
21199000,ROSCOE ST,BENTON AVE,,
51499000,PATTEN RD,INCINERATOR RD,,
6029000,GATEVIEW CT,END,,
7439000,JARBOE AVE,ELLSWORTH ST,,
23513000,SANTIAGO ST,GREAT HWY,,
21755000,OCEAN AVE,ALEMANY BLVD,,
11188000,RUSSIA AVE,MISSION ST,,
5458000,FELL ST,CLAYTON ST,,
13780000,YOSEMITE AVE,INGALLS ST,,
3978000,CHESTNUT ST,MALLORCA WAY,,
11437201,SAN JOSE AVE,29TH ST,,
19432000,LIGGETT AVE,VISTA CT,,
6470000,GREEN ST,GOUGH ST,,
4190000,CLEMENT ST,41ST AVE,,
25382000,LOMBARD ST,GRANT AVE,,
26077000,DIVISADERO ST,TURK ST,,
26806000,POST ST,BRODERICK ST,,
9741000,OFARRELL ST,BEIDEMAN ST,,
27709000,KIRKHAM ST,30TH AVE,,
5071000,EDDY ST,WEBSTER ST,,
9297000,MONTGOMERY ST,POST ST,,
22798000,MANGELS AVE,HAZELWOOD AVE,,
12386000,TARAVAL ST,MADRONE AVE,,
7342000,ITALY AVE,PARIS ST,,
21955000,30TH ST,LAIDLEY ST,,
11961202,SLOAT BLVD,42ND AVE,,
51544000,UNNAMED 142,SIBLEY RD,,
5139000,ELGIN PARK,MCCOPPIN ST,,
8659000,MANGELS AVE,VALDEZ AVE,,
643000,15TH ST,TREAT AVE,,
8674201,MANSELL ST,JOHN F SHELLEY DR,,
1762000,34TH AVE,YORBA ST,,
9470000,MYRA WAY,LA BICA WAY,,
7982000,LAGUNA ST,LOMBARD ST,,
21210000,EUGENIA AVE,ANDERSON ST,,
33542000,ELMHURST DR,GLADIOLUS LN,,
24003000,POTRERO AVE,19TH ST,,
2441000,ARKANSAS ST,22ND ST,,
52026000,DICKINSON ST,BARNEVELD AVE,,
9815202,OCEAN AVE,I-280 S OFF RAMP,,
50631000,PORTOLA DR,END,,
9280201,MONTEREY BLVD,RIDGEWOOD AVE,,
53048000,I-80 EASTBOUND,I-80 E OFF RAMP,,
24715000,GOLD ST,BALANCE ST,,
26480000,TURK BLVD,TEMESCAL TER,,
1743000,34TH AVE,ANZA ST,,
27229000,PALM AVE,GEARY BLVD,,
19553000,MONTGOMERY ST,LINCOLN BLVD,,
9089000,MISSION ST,ECKER ST,,
19841000,CHURCH PARKING LOT,CHURCH ACCESS RD,,
7222000,INGALLS ST,LA SALLE AVE,,
24431000,GOLDEN GATE AVE,HYDE ST,,
24697000,FRONT ST,JACKSON ST,,
11571000,SANTA CLARA AVE,SAN ANSELMO AVE,,
54003000,I-80 W OFF RAMP,END,,
19640002,PORTOLA ST,MCRAE ST,,
51245000,PRESIDIO BLVD,MACARTHUR AVE,,
5961000,FUNSTON AVE,GEARY BLVD,,
25932000,LAGUNA ST,HAYES ST,,
21429000,MORSE ST,ROLPH ST,,
24960000,GEARY ST,JONES ST,,
8776103,MARKET ST,ROMAIN ST,,
6254000,GOLD MINE DR,OPALO LN,,
13150101,VAN NESS AVE,EDDY ST,,
23395000,RIVERA ST,33RD AVE,,
33346000,LINDA VISTA STPS,ROLPH ST,,
23956000,25TH ST,FLORIDA ST,,
21722000,FRANCE AVE,MADRID ST,,
19783001,CROOK ST,MASON ST,,
26355000,GROVE ST,LYON ST,,
32953000,GRAYSTONE TER,PEMBERTON PL,,
51261000,SHERIDAN AVE,ARGUELLO BLVD,,
51457000,GALINDO AVE,END,,
33649000,ELMIRA ST,SHAFTER AVE,,
10776000,PRINCETON ST,SWEENY ST,,
880000,18TH ST,LEXINGTON ST,,
33108000,SELBY ST,DAVIDSON AVE,,
7480000,JENNINGS ST,WALLACE AVE,,
52015000,BARNEVELD AVE,SAUL ST,,
20205000,MCKINNON AVE,LANE ST,,
7409000,JACKSON ST,BRODERICK ST,,
33607000,SANTA YSABEL AVE,UNNAMED 041,,
20387000,TEDDY AVE,ELLIOT ST,,
33001000,SYDNEY WAY,END,,
7092000,HUNTER ST,WELDON ST,,
2627000,BAKER ST,BROADWAY,,
20795000,MILTON I ROSS ST,KIRKWOOD AVE,,
21967000,CHENERY ST,LIPPARD AVE,,
8925000,MCKINNON AVE,NEWHALL ST,,
51467000,30TH ST,END,,
26607000,SUTTER ST,FILLMORE ST,,
7253000,INNES AVE,EARL ST,,
22788000,PALOMA AVE,MERCEDES WAY,,
51121000,RALSTON ST,END,,
27078000,JUDAH ST,06TH AVE,,
27034000,WARREN DR,CHRISTOPHER DR,,
26311000,PARK HILL AVE,BUENA VISTA AVE,,
5030000,EAGLE ST,CASELLI AVE,,
22835000,DORCHESTER WAY,PORTOLA DR,,
23466000,RIVERA ST,39TH AVE,,
5146000,ELIZABETH ST,SANCHEZ ST,,
21427000,ROLPH ST,CORDOVA ST,,
2925000,BENTON AVE,END,,
27997000,POINT LOBOS AVE,44TH AVE,,
9149201,MISSION ST,SAINT MARYS AVE,,
51265000,MESA ST,CANBY ST,,
20932000,DARTMOUTH ST,SWEENY ST,,
25767000,EUREKA ST,23RD ST,,
11927000,SILVER AVE,CHARTER OAK AVE,,
12552101,THE EMBARCADERO,HOWARD ST,,
20077000,KISKA RD,INGALLS ST,,
23310000,GELLERT DR,OCEAN AVE,,
5537000,FILLMORE ST,FELL ST,,
51644000,ARELIOUS WALKER DR,END,,
8410000,LISBON ST,RUSSIA AVE,,
10256000,PARIS ST,FRANCE AVE,,
51634000,VERNA ST,END,,
34131000,STURGEON ST,STRIPED BASS ST,,
32835000,UNNAMED 010,36TH AVE,,
51489000,EL CAMINO DEL MAR,LEGION OF HONOR DR,,
2474000,CESAR CHAVEZ ST,MISSISSIPPI ST,,
24450000,HAYES ST,VAN NESS AVE,,
13095000,VALLEJO ST,STOCKTON ST,,
6801000,HAWES ST,EGBERT AVE,,
13347000,RESTANI STWY,RESTANI WAY,,
11319000,SALINAS AVE,JAMESTOWN AVE,,
11834000,SHOTWELL ST,16TH ST,,
9578000,NEWHALL ST,BAYVIEW CIR,,
10600000,POPE ST,POLARIS WAY,,
9095202,MISSION ST,YERBA BUENA LN,,
20776000,HELENA ST,ELMIRA ST,,
10562000,POLK ST,CEDAR ST,,
24233000,FOLSOM ST,10TH ST,,
23907000,04TH ST,CLARA ST,,
6119000,GELLERT DR,END,,
35070000,IRONWOOD WAY,FAIRFAX AVE,,
23871000,TOWNSEND ST,08TH ST,,
21008000,MAYNARD ST,TRUMBULL ST,,
10355000,PERALTA AVE,END,,
7376000,JACKSON ST,ROSS ALY,,
20461000,JENNINGS ST,LE CONTE AVE,,
21322000,KINGSTON ST,PROSPECT AVE,,
25623000,GUERRERO ST,22ND ST,,
54144000,EXCHANGE PL,END,,
50338000,GREENWICH ST,END,,
25691000,DOLORES ST,DORLAND ST,,
9703000,NORTH POINT ST,BRODERICK ST,,
26607000,FILLMORE ST,SUTTER ST,,
277000,05TH AVE,CALIFORNIA ST,,
11107000,ROCKDALE DR,CHAVES AVE,,
10510000,PLUM ST,MISSION ST,,
22773000,DARIEN WAY,SANTA ANA AVE,,
50334000,KRAUSGRILL PL,END,,
26238000,KNOLLVIEW WAY,PANORAMA DR,,
549101,13TH ST,HARRISON ST,,
9280101,MONTEREY BLVD,RIDGEWOOD AVE,,
23805000,TOWNSEND ST,STANFORD ST,,
12385000,TARAVAL ST,CORTES AVE,,
9757000,OAK ST,FILLMORE ST,,
5225000,EMERSON ST,END,,
27126000,MORAGA ST,11TH AVE,,
51880000,MOULTRIE ST,END,,
22058000,SENECA AVE,BANNOCK ST,,
9560000,NEWELL ST,LOMBARD ST,,
25912000,HICKORY ST,OCTAVIA ST,,
21827000,RICHLAND AVE,MISSION ST,,
54226000,IRONWOOD WAY,END,,
26856000,SCOTT ST,BROADWAY,,
22512000,VICTORIA ST,PALMETTO AVE,,
21338000,MISSION ST,VALENCIA ST,,
22092000,CAYUGA AVE,SHAWNEE AVE,,
